Date,Day of the Week,Location,Time Group,Vehicle Count,Weather Conditions,Road Type,Congestion Level
2024-01-13,Saturday,Mirpur-10,Afternoon (2:00 PM – 4:30 PM),380,Sunny,Residential Street,Low
2024-01-13,Saturday,Mirpur-10,Evening Rush (4:30 PM – 8:00 PM),149,Rainy,Commercial Street,Medium
2024-01-13,Saturday,Mirpur-10,Night (8:00 PM – 11:00 PM),232,Cloudy,Residential Street,Medium
2024-01-13,Saturday,Mirpur-10,Late Night (11:00 PM – 5:00 AM),398,Cloudy,Flyover,Low
2024-01-13,Saturday,Gabtoli,Early Morning (5:00 AM – 7:30 AM),198,Cloudy,Entry Point,Low
2024-01-13,Saturday,Gabtoli,Morning Rush (7:30 AM – 10:30 AM),391,Rainy,Arterial Road,Medium
2024-01-13,Saturday,Gabtoli,Midday (10:30 AM – 2:00 PM),319,Rainy,Arterial Road,Low
2024-01-13,Saturday,Gabtoli,Afternoon (2:00 PM – 4:30 PM),148,Cloudy,Entry Point,High
2024-01-13,Saturday,Gabtoli,Evening Rush (4:30 PM – 8:00 PM),140,Cloudy,Arterial Road,Medium
2024-01-13,Saturday,Gabtoli,Night (8:00 PM – 11:00 PM),411,Sunny,Commercial Street,High
2024-01-13,Saturday,Gabtoli,Late Night (11:00 PM – 5:00 AM),103,Rainy,Highway,Medium
2024-01-13,Saturday,Rampura,Early Morning (5:00 AM – 7:30 AM),422,Rainy,Flyover,Medium
2024-01-13,Saturday,Rampura,Morning Rush (7:30 AM – 10:30 AM),129,Cloudy,Flyover,High
2024-01-13,Saturday,Rampura,Midday (10:30 AM – 2:00 PM),235,Rainy,Residential Street,Low
2024-01-13,Saturday,Rampura,Afternoon (2:00 PM – 4:30 PM),418,Rainy,Entry Point,Low
2024-01-13,Saturday,Rampura,Evening Rush (4:30 PM – 8:00 PM),182,Sunny,Entry Point,High
2024-01-13,Saturday,Rampura,Night (8:00 PM – 11:00 PM),338,Sunny,Arterial Road,High
2024-01-13,Saturday,Rampura,Late Night (11:00 PM – 5:00 AM),498,Rainy,Residential Street,Medium
2024-01-13,Saturday,Tejgaon,Early Morning (5:00 AM – 7:30 AM),180,Rainy,Highway,Low
2024-01-13,Saturday,Tejgaon,Morning Rush (7:30 AM – 10:30 AM),425,Cloudy,Commercial Street,High
2024-01-13,Saturday,Tejgaon,Midday (10:30 AM – 2:00 PM),455,Cloudy,Highway,Medium
2024-01-13,Saturday,Tejgaon,Afternoon (2:00 PM – 4:30 PM),279,Cloudy,Residential Street,Medium
2024-01-13,Saturday,Tejgaon,Evening Rush (4:30 PM – 8:00 PM),233,Cloudy,Entry Point,High
2024-01-13,Saturday,Tejgaon,Night (8:00 PM – 11:00 PM),151,Sunny,Residential Street,Medium
2024-01-13,Saturday,Tejgaon,Late Night (11:00 PM – 5:00 AM),495,Rainy,Commercial Street,Low
2024-01-13,Saturday,New Market,Early Morning (5:00 AM – 7:30 AM),372,Cloudy,Flyover,Low
2024-01-13,Saturday,New Market,Morning Rush (7:30 AM – 10:30 AM),373,Sunny,Highway,Low
2024-01-13,Saturday,New Market,Midday (10:30 AM – 2:00 PM),375,Sunny,Flyover,Low
2024-01-13,Saturday,New Market,Afternoon (2:00 PM – 4:30 PM),221,Cloudy,Residential Street,Low
2024-01-13,Saturday,New Market,Evening Rush (4:30 PM – 8:00 PM),345,Sunny,Highway,Medium
2024-01-13,Saturday,New Market,Night (8:00 PM – 11:00 PM),291,Sunny,Residential Street,Low
2024-01-13,Saturday,New Market,Late Night (11:00 PM – 5:00 AM),408,Sunny,Commercial Street,High
2024-01-13,Saturday,Dhanmondi,Early Morning (5:00 AM – 7:30 AM),157,Rainy,Arterial Road,High
2024-01-13,Saturday,Dhanmondi,Morning Rush (7:30 AM – 10:30 AM),407,Rainy,Flyover,Low
2024-01-13,Saturday,Dhanmondi,Midday (10:30 AM – 2:00 PM),129,Rainy,Arterial Road,Medium
2024-01-13,Saturday,Dhanmondi,Afternoon (2:00 PM – 4:30 PM),223,Cloudy,Residential Street,Medium
2024-01-13,Saturday,Dhanmondi,Evening Rush (4:30 PM – 8:00 PM),278,Sunny,Commercial Street,Low
2024-01-13,Saturday,Dhanmondi,Night (8:00 PM – 11:00 PM),333,Cloudy,Flyover,Medium
2024-01-13,Saturday,Dhanmondi,Late Night (11:00 PM – 5:00 AM),288,Sunny,Highway,High
2024-01-13,Saturday,Paltan,Early Morning (5:00 AM – 7:30 AM),117,Rainy,Residential Street,Medium
2024-01-13,Saturday,Paltan,Morning Rush (7:30 AM – 10:30 AM),250,Rainy,Commercial Street,High
2024-01-13,Saturday,Paltan,Midday (10:30 AM – 2:00 PM),152,Cloudy,Arterial Road,High
2024-01-13,Saturday,Paltan,Afternoon (2:00 PM – 4:30 PM),427,Rainy,Flyover,High
2024-01-13,Saturday,Paltan,Evening Rush (4:30 PM – 8:00 PM),262,Sunny,Arterial Road,Low
2024-01-13,Saturday,Paltan,Night (8:00 PM – 11:00 PM),373,Cloudy,Entry Point,High
2024-01-13,Saturday,Paltan,Late Night (11:00 PM – 5:00 AM),179,Rainy,Residential Street,Medium
2024-01-13,Saturday,Malibagh,Early Morning (5:00 AM – 7:30 AM),218,Rainy,Commercial Street,High
2024-01-13,Saturday,Malibagh,Morning Rush (7:30 AM – 10:30 AM),321,Cloudy,Arterial Road,Low
2024-01-13,Saturday,Malibagh,Midday (10:30 AM – 2:00 PM),157,Cloudy,Arterial Road,Low
2024-01-13,Saturday,Malibagh,Afternoon (2:00 PM – 4:30 PM),187,Rainy,Entry Point,High
2024-01-13,Saturday,Malibagh,Evening Rush (4:30 PM – 8:00 PM),212,Rainy,Entry Point,High
2024-01-13,Saturday,Malibagh,Night (8:00 PM – 11:00 PM),404,Cloudy,Arterial Road,Low
2024-01-13,Saturday,Malibagh,Late Night (11:00 PM – 5:00 AM),338,Cloudy,Residential Street,Low
2024-01-13,Saturday,Keraniganj,Early Morning (5:00 AM – 7:30 AM),410,Cloudy,Commercial Street,High
2024-01-13,Saturday,Keraniganj,Morning Rush (7:30 AM – 10:30 AM),480,Sunny,Commercial Street,High
2024-01-13,Saturday,Keraniganj,Midday (10:30 AM – 2:00 PM),280,Cloudy,Arterial Road,Low
2024-01-13,Saturday,Keraniganj,Afternoon (2:00 PM – 4:30 PM),336,Sunny,Flyover,Medium
2024-01-13,Saturday,Keraniganj,Evening Rush (4:30 PM – 8:00 PM),378,Sunny,Arterial Road,Low
2024-01-13,Saturday,Keraniganj,Night (8:00 PM – 11:00 PM),395,Sunny,Residential Street,Medium
2024-01-13,Saturday,Keraniganj,Late Night (11:00 PM – 5:00 AM),225,Sunny,Arterial Road,Medium
2024-01-13,Saturday,Tongi,Early Morning (5:00 AM – 7:30 AM),121,Rainy,Arterial Road,Medium
2024-01-13,Saturday,Tongi,Morning Rush (7:30 AM – 10:30 AM),302,Rainy,Flyover,High
2024-01-13,Saturday,Tongi,Midday (10:30 AM – 2:00 PM),488,Sunny,Highway,Low
2024-01-13,Saturday,Tongi,Afternoon (2:00 PM – 4:30 PM),469,Cloudy,Residential Street,Low
2024-01-13,Saturday,Tongi,Evening Rush (4:30 PM – 8:00 PM),366,Rainy,Highway,Medium
2024-01-13,Saturday,Tongi,Night (8:00 PM – 11:00 PM),340,Rainy,Highway,Low
2024-01-13,Saturday,Tongi,Late Night (11:00 PM – 5:00 AM),108,Cloudy,Arterial Road,High
2024-01-13,Saturday,Savar Entry Point,Early Morning (5:00 AM – 7:30 AM),491,Sunny,Arterial Road,Low
2024-01-13,Saturday,Savar Entry Point,Morning Rush (7:30 AM – 10:30 AM),438,Cloudy,Flyover,High
2024-01-13,Saturday,Savar Entry Point,Midday (10:30 AM – 2:00 PM),387,Rainy,Residential Street,Low
2024-01-13,Saturday,Savar Entry Point,Afternoon (2:00 PM – 4:30 PM),218,Sunny,Commercial Street,Medium
2024-01-13,Saturday,Savar Entry Point,Evening Rush (4:30 PM – 8:00 PM),172,Rainy,Arterial Road,Low
2024-01-13,Saturday,Savar Entry Point,Night (8:00 PM – 11:00 PM),386,Rainy,Highway,Medium
2024-01-13,Saturday,Savar Entry Point,Late Night (11:00 PM – 5:00 AM),402,Sunny,Arterial Road,Low
2024-01-13,Saturday,Ashulia,Early Morning (5:00 AM – 7:30 AM),345,Rainy,Flyover,Low
2024-01-13,Saturday,Ashulia,Morning Rush (7:30 AM – 10:30 AM),425,Sunny,Residential Street,High
2024-01-13,Saturday,Ashulia,Midday (10:30 AM – 2:00 PM),407,Cloudy,Commercial Street,Low
2024-01-13,Saturday,Ashulia,Afternoon (2:00 PM – 4:30 PM),322,Sunny,Highway,Medium
2024-01-13,Saturday,Ashulia,Evening Rush (4:30 PM – 8:00 PM),315,Sunny,Flyover,Low
2024-01-13,Saturday,Ashulia,Night (8:00 PM – 11:00 PM),120,Rainy,Residential Street,Medium
2024-01-13,Saturday,Ashulia,Late Night (11:00 PM – 5:00 AM),247,Rainy,Residential Street,Medium
2024-01-13,Saturday,Pragati Sarani,Early Morning (5:00 AM – 7:30 AM),439,Cloudy,Commercial Street,Low
2024-01-13,Saturday,Pragati Sarani,Morning Rush (7:30 AM – 10:30 AM),383,Sunny,Arterial Road,Medium
2024-01-13,Saturday,Pragati Sarani,Midday (10:30 AM – 2:00 PM),250,Rainy,Highway,Low
2024-01-13,Saturday,Pragati Sarani,Afternoon (2:00 PM – 4:30 PM),277,Rainy,Arterial Road,High
2024-01-13,Saturday,Pragati Sarani,Evening Rush (4:30 PM – 8:00 PM),366,Rainy,Residential Street,Medium
2024-01-13,Saturday,Pragati Sarani,Night (8:00 PM – 11:00 PM),292,Rainy,Residential Street,Low
2024-01-13,Saturday,Pragati Sarani,Late Night (11:00 PM – 5:00 AM),475,Rainy,Entry Point,High
2024-01-14,Sunday,Farmgate,Early Morning (5:00 AM – 7:30 AM),358,Cloudy,Commercial Street,High
2024-01-14,Sunday,Farmgate,Morning Rush (7:30 AM – 10:30 AM),161,Cloudy,Residential Street,Medium
2024-01-14,Sunday,Farmgate,Midday (10:30 AM – 2:00 PM),254,Sunny,Entry Point,Low
2024-01-14,Sunday,Farmgate,Afternoon (2:00 PM – 4:30 PM),145,Sunny,Highway,Medium
2024-01-14,Sunday,Farmgate,Evening Rush (4:30 PM – 8:00 PM),323,Sunny,Arterial Road,High
2024-01-14,Sunday,Farmgate,Night (8:00 PM – 11:00 PM),424,Sunny,Flyover,Low
2024-01-14,Sunday,Farmgate,Late Night (11:00 PM – 5:00 AM),158,Cloudy,Entry Point,Low
2024-01-14,Sunday,Mohakhali,Early Morning (5:00 AM – 7:30 AM),258,Cloudy,Arterial Road,Low
2024-01-14,Sunday,Mohakhali,Morning Rush (7:30 AM – 10:30 AM),121,Cloudy,Entry Point,High
2024-01-14,Sunday,Mohakhali,Midday (10:30 AM – 2:00 PM),328,Rainy,Flyover,Medium
2024-01-14,Sunday,Mohakhali,Afternoon (2:00 PM – 4:30 PM),485,Cloudy,Highway,Medium
2024-01-14,Sunday,Mohakhali,Evening Rush (4:30 PM – 8:00 PM),320,Sunny,Commercial Street,Medium
2024-01-14,Sunday,Mohakhali,Night (8:00 PM – 11:00 PM),373,Rainy,Flyover,Medium
2024-01-14,Sunday,Mohakhali,Late Night (11:00 PM – 5:00 AM),280,Sunny,Residential Street,Medium
2024-01-14,Sunday,Gulshan-2,Early Morning (5:00 AM – 7:30 AM),216,Cloudy,Entry Point,Low
2024-01-14,Sunday,Gulshan-2,Morning Rush (7:30 AM – 10:30 AM),218,Rainy,Residential Street,High
2024-01-14,Sunday,Gulshan-2,Midday (10:30 AM – 2:00 PM),407,Cloudy,Commercial Street,High
2024-01-14,Sunday,Gulshan-2,Afternoon (2:00 PM – 4:30 PM),285,Sunny,Entry Point,High
2024-01-14,Sunday,Gulshan-2,Evening Rush (4:30 PM – 8:00 PM),110,Cloudy,Commercial Street,Low
2024-01-14,Sunday,Gulshan-2,Night (8:00 PM – 11:00 PM),187,Rainy,Entry Point,Medium
2024-01-14,Sunday,Gulshan-2,Late Night (11:00 PM – 5:00 AM),104,Cloudy,Arterial Road,High
2024-01-14,Sunday,Jatrabari,Early Morning (5:00 AM – 7:30 AM),317,Rainy,Arterial Road,Low
2024-01-14,Sunday,Jatrabari,Morning Rush (7:30 AM – 10:30 AM),486,Rainy,Arterial Road,High
2024-01-14,Sunday,Jatrabari,Midday (10:30 AM – 2:00 PM),293,Cloudy,Entry Point,High
2024-01-14,Sunday,Jatrabari,Afternoon (2:00 PM – 4:30 PM),388,Sunny,Commercial Street,High
2024-01-14,Sunday,Jatrabari,Evening Rush (4:30 PM – 8:00 PM),330,Cloudy,Highway,High
2024-01-14,Sunday,Jatrabari,Night (8:00 PM – 11:00 PM),459,Sunny,Entry Point,Medium
2024-01-14,Sunday,Jatrabari,Late Night (11:00 PM – 5:00 AM),194,Cloudy,Arterial Road,Medium
2024-01-14,Sunday,Uttara Sector 7,Early Morning (5:00 AM – 7:30 AM),186,Sunny,Commercial Street,Low
2024-01-14,Sunday,Uttara Sector 7,Morning Rush (7:30 AM – 10:30 AM),487,Cloudy,Commercial Street,High
2024-01-14,Sunday,Uttara Sector 7,Midday (10:30 AM – 2:00 PM),286,Cloudy,Flyover,Medium
2024-01-14,Sunday,Uttara Sector 7,Afternoon (2:00 PM – 4:30 PM),317,Rainy,Entry Point,Low
2024-01-14,Sunday,Uttara Sector 7,Evening Rush (4:30 PM – 8:00 PM),469,Sunny,Entry Point,Medium
2024-01-14,Sunday,Uttara Sector 7,Night (8:00 PM – 11:00 PM),132,Sunny,Flyover,High
2024-01-14,Sunday,Uttara Sector 7,Late Night (11:00 PM – 5:00 AM),334,Cloudy,Highway,High
2024-01-14,Sunday,Motijheel,Early Morning (5:00 AM – 7:30 AM),177,Cloudy,Arterial Road,Medium
2024-01-14,Sunday,Motijheel,Morning Rush (7:30 AM – 10:30 AM),447,Cloudy,Commercial Street,Medium
2024-01-14,Sunday,Motijheel,Midday (10:30 AM – 2:00 PM),280,Cloudy,Commercial Street,Medium
2024-01-14,Sunday,Motijheel,Afternoon (2:00 PM – 4:30 PM),109,Sunny,Highway,Low
2024-01-14,Sunday,Motijheel,Evening Rush (4:30 PM – 8:00 PM),466,Rainy,Residential Street,High
2024-01-14,Sunday,Motijheel,Night (8:00 PM – 11:00 PM),316,Rainy,Arterial Road,High
2024-01-14,Sunday,Motijheel,Late Night (11:00 PM – 5:00 AM),420,Cloudy,Flyover,Low
2024-01-14,Sunday,Shahbagh,Early Morning (5:00 AM – 7:30 AM),369,Cloudy,Highway,Low
2024-01-14,Sunday,Shahbagh,Morning Rush (7:30 AM – 10:30 AM),231,Sunny,Flyover,High
2024-01-14,Sunday,Shahbagh,Midday (10:30 AM – 2:00 PM),492,Sunny,Arterial Road,Medium
2024-01-14,Sunday,Shahbagh,Afternoon (2:00 PM – 4:30 PM),277,Rainy,Flyover,High
2024-01-14,Sunday,Shahbagh,Evening Rush (4:30 PM – 8:00 PM),319,Sunny,Highway,Medium
2024-01-14,Sunday,Shahbagh,Night (8:00 PM – 11:00 PM),350,Rainy,Flyover,High
2024-01-14,Sunday,Shahbagh,Late Night (11:00 PM – 5:00 AM),459,Sunny,Entry Point,High
2024-01-14,Sunday,Mirpur-10,Early Morning (5:00 AM – 7:30 AM),104,Cloudy,Flyover,Medium
2024-01-14,Sunday,Mirpur-10,Morning Rush (7:30 AM – 10:30 AM),488,Cloudy,Highway,Low
2024-01-14,Sunday,Mirpur-10,Midday (10:30 AM – 2:00 PM),352,Cloudy,Highway,High
2024-01-14,Sunday,Mirpur-10,Afternoon (2:00 PM – 4:30 PM),214,Rainy,Residential Street,Medium
2024-01-14,Sunday,Mirpur-10,Evening Rush (4:30 PM – 8:00 PM),499,Sunny,Commercial Street,Low
2024-01-14,Sunday,Mirpur-10,Night (8:00 PM – 11:00 PM),205,Sunny,Entry Point,Medium
2024-01-14,Sunday,Mirpur-10,Late Night (11:00 PM – 5:00 AM),252,Rainy,Highway,Low
2024-01-14,Sunday,Gabtoli,Early Morning (5:00 AM – 7:30 AM),490,Cloudy,Flyover,Low
2024-01-14,Sunday,Gabtoli,Morning Rush (7:30 AM – 10:30 AM),450,Cloudy,Flyover,High
2024-01-14,Sunday,Gabtoli,Midday (10:30 AM – 2:00 PM),329,Sunny,Highway,High
2024-01-14,Sunday,Gabtoli,Afternoon (2:00 PM – 4:30 PM),400,Cloudy,Commercial Street,Medium
2024-01-14,Sunday,Gabtoli,Evening Rush (4:30 PM – 8:00 PM),176,Sunny,Flyover,High
2024-01-14,Sunday,Gabtoli,Night (8:00 PM – 11:00 PM),156,Rainy,Highway,Low
2024-01-14,Sunday,Gabtoli,Late Night (11:00 PM – 5:00 AM),291,Cloudy,Arterial Road,High
2024-01-14,Sunday,Rampura,Early Morning (5:00 AM – 7:30 AM),482,Sunny,Entry Point,Low
2024-01-14,Sunday,Rampura,Morning Rush (7:30 AM – 10:30 AM),194,Sunny,Commercial Street,Medium
2024-01-14,Sunday,Rampura,Midday (10:30 AM – 2:00 PM),250,Rainy,Arterial Road,Low
2024-01-14,Sunday,Rampura,Afternoon (2:00 PM – 4:30 PM),178,Sunny,Flyover,Medium
2024-01-14,Sunday,Rampura,Evening Rush (4:30 PM – 8:00 PM),478,Rainy,Entry Point,Low
2024-01-14,Sunday,Rampura,Night (8:00 PM – 11:00 PM),190,Cloudy,Highway,Medium
2024-01-14,Sunday,Rampura,Late Night (11:00 PM – 5:00 AM),414,Cloudy,Highway,Low
2024-01-14,Sunday,Tejgaon,Early Morning (5:00 AM – 7:30 AM),417,Cloudy,Highway,Medium
2024-01-14,Sunday,Tejgaon,Morning Rush (7:30 AM – 10:30 AM),269,Sunny,Commercial Street,Low
2024-01-14,Sunday,Tejgaon,Midday (10:30 AM – 2:00 PM),185,Sunny,Commercial Street,High
2024-01-14,Sunday,Tejgaon,Afternoon (2:00 PM – 4:30 PM),283,Sunny,Commercial Street,Medium
2024-01-14,Sunday,Tejgaon,Evening Rush (4:30 PM – 8:00 PM),149,Cloudy,Entry Point,Low
2024-01-14,Sunday,Tejgaon,Night (8:00 PM – 11:00 PM),378,Cloudy,Highway,High
2024-01-14,Sunday,Tejgaon,Late Night (11:00 PM – 5:00 AM),320,Rainy,Flyover,High
2024-01-14,Sunday,New Market,Early Morning (5:00 AM – 7:30 AM),408,Cloudy,Highway,Low
2024-01-14,Sunday,New Market,Morning Rush (7:30 AM – 10:30 AM),286,Rainy,Commercial Street,High
2024-01-14,Sunday,New Market,Midday (10:30 AM – 2:00 PM),453,Rainy,Highway,Low
2024-01-14,Sunday,New Market,Afternoon (2:00 PM – 4:30 PM),284,Rainy,Flyover,Medium
2024-01-14,Sunday,New Market,Evening Rush (4:30 PM – 8:00 PM),384,Cloudy,Entry Point,High
2024-01-14,Sunday,New Market,Night (8:00 PM – 11:00 PM),183,Cloudy,Entry Point,Medium
2024-01-14,Sunday,New Market,Late Night (11:00 PM – 5:00 AM),474,Sunny,Entry Point,Low
2024-01-14,Sunday,Dhanmondi,Early Morning (5:00 AM – 7:30 AM),181,Sunny,Commercial Street,Medium
2024-01-14,Sunday,Dhanmondi,Morning Rush (7:30 AM – 10:30 AM),449,Sunny,Commercial Street,Low
2024-01-14,Sunday,Dhanmondi,Midday (10:30 AM – 2:00 PM),228,Rainy,Arterial Road,High
2024-01-14,Sunday,Dhanmondi,Afternoon (2:00 PM – 4:30 PM),263,Rainy,Flyover,High
2024-01-14,Sunday,Dhanmondi,Evening Rush (4:30 PM – 8:00 PM),315,Rainy,Flyover,High
2024-01-14,Sunday,Dhanmondi,Night (8:00 PM – 11:00 PM),492,Rainy,Arterial Road,Medium
2024-01-14,Sunday,Dhanmondi,Late Night (11:00 PM – 5:00 AM),307,Cloudy,Flyover,High
2024-01-14,Sunday,Paltan,Early Morning (5:00 AM – 7:30 AM),399,Rainy,Flyover,High
2024-01-14,Sunday,Paltan,Morning Rush (7:30 AM – 10:30 AM),196,Sunny,Residential Street,Low
2024-01-14,Sunday,Paltan,Midday (10:30 AM – 2:00 PM),204,Cloudy,Residential Street,Low
2024-01-14,Sunday,Paltan,Afternoon (2:00 PM – 4:30 PM),427,Sunny,Flyover,Low
2024-01-14,Sunday,Paltan,Evening Rush (4:30 PM – 8:00 PM),363,Cloudy,Arterial Road,Low
2024-01-14,Sunday,Paltan,Night (8:00 PM – 11:00 PM),443,Rainy,Entry Point,Low
2024-01-14,Sunday,Paltan,Late Night (11:00 PM – 5:00 AM),115,Cloudy,Residential Street,Medium
2024-01-14,Sunday,Malibagh,Early Morning (5:00 AM – 7:30 AM),357,Rainy,Commercial Street,High
2024-01-14,Sunday,Malibagh,Morning Rush (7:30 AM – 10:30 AM),435,Cloudy,Arterial Road,Low
2024-01-14,Sunday,Malibagh,Midday (10:30 AM – 2:00 PM),194,Rainy,Flyover,High
2024-01-14,Sunday,Malibagh,Afternoon (2:00 PM – 4:30 PM),419,Rainy,Commercial Street,High
2024-01-14,Sunday,Malibagh,Evening Rush (4:30 PM – 8:00 PM),418,Sunny,Highway,Medium
2024-01-14,Sunday,Malibagh,Night (8:00 PM – 11:00 PM),118,Rainy,Highway,High
2024-01-14,Sunday,Malibagh,Late Night (11:00 PM – 5:00 AM),278,Rainy,Highway,Low
2024-01-14,Sunday,Keraniganj,Early Morning (5:00 AM – 7:30 AM),472,Sunny,Arterial Road,Medium
2024-01-14,Sunday,Keraniganj,Morning Rush (7:30 AM – 10:30 AM),432,Sunny,Highway,High
2024-01-14,Sunday,Keraniganj,Midday (10:30 AM – 2:00 PM),265,Sunny,Arterial Road,Medium
2024-01-14,Sunday,Keraniganj,Afternoon (2:00 PM – 4:30 PM),329,Cloudy,Residential Street,High
2024-01-14,Sunday,Keraniganj,Evening Rush (4:30 PM – 8:00 PM),105,Cloudy,Entry Point,Low
2024-01-14,Sunday,Keraniganj,Night (8:00 PM – 11:00 PM),379,Rainy,Residential Street,High
2024-01-14,Sunday,Keraniganj,Late Night (11:00 PM – 5:00 AM),474,Rainy,Commercial Street,Medium
2024-01-14,Sunday,Tongi,Early Morning (5:00 AM – 7:30 AM),291,Cloudy,Residential Street,Medium
2024-01-14,Sunday,Tongi,Morning Rush (7:30 AM – 10:30 AM),359,Cloudy,Highway,Medium
2024-01-14,Sunday,Tongi,Midday (10:30 AM – 2:00 PM),188,Sunny,Flyover,High
2024-01-14,Sunday,Tongi,Afternoon (2:00 PM – 4:30 PM),362,Rainy,Commercial Street,High
2024-01-14,Sunday,Tongi,Evening Rush (4:30 PM – 8:00 PM),226,Rainy,Arterial Road,Low
2024-01-14,Sunday,Tongi,Night (8:00 PM – 11:00 PM),293,Sunny,Flyover,High
2024-01-14,Sunday,Tongi,Late Night (11:00 PM – 5:00 AM),340,Rainy,Entry Point,Medium
2024-01-14,Sunday,Savar Entry Point,Early Morning (5:00 AM – 7:30 AM),364,Sunny,Commercial Street,Low
2024-01-14,Sunday,Savar Entry Point,Morning Rush (7:30 AM – 10:30 AM),464,Cloudy,Commercial Street,Low
2024-01-14,Sunday,Savar Entry Point,Midday (10:30 AM – 2:00 PM),303,Sunny,Arterial Road,Low
2024-01-14,Sunday,Savar Entry Point,Afternoon (2:00 PM – 4:30 PM),320,Sunny,Commercial Street,Medium
2024-01-14,Sunday,Savar Entry Point,Evening Rush (4:30 PM – 8:00 PM),465,Sunny,Arterial Road,High
2024-01-14,Sunday,Savar Entry Point,Night (8:00 PM – 11:00 PM),454,Rainy,Residential Street,Medium
2024-01-14,Sunday,Savar Entry Point,Late Night (11:00 PM – 5:00 AM),147,Rainy,Entry Point,Medium
2024-01-14,Sunday,Ashulia,Early Morning (5:00 AM – 7:30 AM),267,Rainy,Commercial Street,High
2024-01-14,Sunday,Ashulia,Morning Rush (7:30 AM – 10:30 AM),348,Sunny,Arterial Road,Medium
2024-01-14,Sunday,Ashulia,Midday (10:30 AM – 2:00 PM),427,Sunny,Commercial Street,High
2024-01-14,Sunday,Ashulia,Afternoon (2:00 PM – 4:30 PM),464,Sunny,Flyover,High
2024-01-14,Sunday,Ashulia,Evening Rush (4:30 PM – 8:00 PM),209,Cloudy,Highway,High
2024-01-14,Sunday,Ashulia,Night (8:00 PM – 11:00 PM),457,Rainy,Highway,Low
2024-01-14,Sunday,Ashulia,Late Night (11:00 PM – 5:00 AM),109,Cloudy,Highway,Medium
2024-01-14,Sunday,Pragati Sarani,Early Morning (5:00 AM – 7:30 AM),439,Rainy,Highway,Medium
2024-01-14,Sunday,Pragati Sarani,Morning Rush (7:30 AM – 10:30 AM),138,Sunny,Entry Point,Medium
2024-01-14,Sunday,Pragati Sarani,Midday (10:30 AM – 2:00 PM),402,Rainy,Flyover,High
2024-01-14,Sunday,Pragati Sarani,Afternoon (2:00 PM – 4:30 PM),330,Sunny,Entry Point,Medium
2024-01-14,Sunday,Pragati Sarani,Evening Rush (4:30 PM – 8:00 PM),394,Cloudy,Entry Point,Medium
2024-01-14,Sunday,Pragati Sarani,Night (8:00 PM – 11:00 PM),417,Sunny,Arterial Road,High
2024-01-14,Sunday,Pragati Sarani,Late Night (11:00 PM – 5:00 AM),227,Sunny,Flyover,Medium
