Interaction_ID,Customer_ID,Date,Channel,Issue_Type,Outcome,Satisfaction_Score
INT0008968,205400708,3/22/2024,Self Service,Card Issues,escalated,1
INT0008969,205403612,11/6/2023,Self Service,Loan & Credit Problems,pending,2
INT0008970,205402287,3/9/2022,Self Service,Customer Service,pending,3
INT0008971,205401994,1/15/2024,Digital,Loan & Credit Problems,resolved,5
INT0008972,205403339,7/18/2023,Digital,Customer Service,pending,3
INT0008973,205401261,3/1/2023,Digital,Customer Service,resolved,5
INT0008974,205404187,3/5/2024,Digital,Transaction Failures,pending,3
INT0008975,205403806,11/24/2022,Self Service,Card Issues,pending,2
INT0008976,205404773,4/8/2022,Voice,Loan & Credit Problems,pending,1
INT0008977,205403438,9/28/2024,Voice,Loan & Credit Problems,resolved,5
INT0008978,205401828,1/10/2023,Physical,Transaction Failures,resolved,5
INT0008979,205404130,3/13/2023,Self Service,Transaction Failures,pending,1
INT0008980,205402311,4/14/2023,Digital,Transaction Failures,resolved,4
INT0008981,205404661,5/23/2022,Digital,Digital Banking Errors,resolved,4
INT0008982,205403849,9/12/2023,Physical,Customer Service,resolved,4
INT0008983,205403855,9/7/2023,Digital,Digital Banking Errors,resolved,4
INT0008984,205403678,4/10/2023,Digital,Card Issues,escalated,2
INT0008985,205400944,8/11/2023,Self Service,Digital Banking Errors,resolved,5
INT0008986,205404531,7/13/2022,Self Service,Customer Service,resolved,4
INT0008987,205404213,12/29/2023,Digital,Transaction Failures,resolved,5
INT0008988,205404595,2/2/2022,Voice,Loan & Credit Problems,resolved,3
INT0008989,205401200,4/5/2023,Digital,Loan & Credit Problems,escalated,2
INT0008990,205404063,6/29/2023,Digital,Transaction Failures,escalated,2
INT0008991,205404584,10/26/2024,Voice,Loan & Credit Problems,resolved,5
INT0008992,205404406,12/31/2023,Voice,Transaction Failures,resolved,5
INT0008993,205403373,12/27/2022,Voice,Loan & Credit Problems,resolved,5
INT0008994,205403824,3/14/2024,Self Service,Transaction Failures,resolved,3
INT0008995,205404288,9/28/2022,Digital,Transaction Failures,resolved,5
INT0008996,205404041,10/31/2024,Physical,Customer Service,pending,2
INT0008997,205400816,10/1/2022,Voice,Others,resolved,5
INT0008998,205401294,7/5/2023,Physical,Transaction Failures,resolved,4
INT0008999,205400977,6/7/2023,Voice,Transaction Failures,resolved,4
INT0009000,205403256,2/6/2024,Digital,Digital Banking Errors,resolved,4
INT0009001,205401218,2/14/2023,Voice,Customer Service,resolved,3
INT0009002,205401811,2/2/2024,Voice,Customer Service,resolved,4
INT0009003,205400701,2/2/2023,Self Service,Customer Service,resolved,5
INT0009004,205403369,12/19/2024,Voice,Digital Banking Errors,escalated,3
INT0009005,205404303,2/23/2022,Physical,Customer Service,pending,1
INT0009006,205400626,6/3/2024,Digital,Card Issues,resolved,5
INT0009007,205401376,11/24/2022,Voice,Digital Banking Errors,resolved,5
INT0009008,205403569,5/27/2023,Physical,Card Issues,pending,3
INT0009009,205400257,1/19/2022,Physical,Digital Banking Errors,resolved,4
INT0009010,205404674,8/2/2023,Digital,Digital Banking Errors,resolved,4
INT0009011,205402130,2/4/2023,Self Service,Card Issues,resolved,4
INT0009012,205401526,9/9/2023,Voice,Digital Banking Errors,pending,1
INT0009013,205404508,7/18/2023,Physical,Transaction Failures,resolved,5
INT0009014,205401622,9/16/2024,Digital,Others,resolved,5
INT0009015,205404717,6/22/2022,Digital,Transaction Failures,pending,2
INT0009016,205402373,11/25/2023,Self Service,Transaction Failures,resolved,5
INT0009017,205403403,8/24/2024,Digital,Transaction Failures,resolved,4
INT0009018,205401897,1/3/2024,Physical,Loan & Credit Problems,resolved,4
INT0009019,205400603,9/29/2022,Voice,Card Issues,resolved,5
INT0009020,205403734,11/4/2023,Voice,Digital Banking Errors,pending,4
INT0009021,205402956,8/7/2024,Voice,Customer Service,pending,3
INT0009022,205401468,4/5/2022,Digital,Loan & Credit Problems,pending,2
INT0009023,205402374,11/26/2022,Self Service,Customer Service,resolved,3
INT0009024,205404896,4/16/2024,Digital,Customer Service,resolved,3
INT0009025,205401396,11/12/2023,Physical,Card Issues,escalated,1
INT0009026,205404160,7/24/2022,Self Service,Digital Banking Errors,resolved,5
INT0009027,205403474,8/13/2024,Self Service,Digital Banking Errors,pending,3
INT0009028,205402766,6/11/2023,Digital,Loan & Credit Problems,pending,3
INT0009029,205404805,8/2/2023,Voice,Loan & Credit Problems,resolved,4
INT0009030,205403343,2/24/2023,Voice,Customer Service,pending,3
INT0009031,205403979,3/26/2023,Digital,Card Issues,resolved,5
INT0009032,205400204,8/21/2023,Voice,Card Issues,resolved,4
INT0009033,205401482,6/9/2023,Voice,Others,resolved,5
INT0009034,205401181,6/23/2022,Voice,Transaction Failures,resolved,4
INT0009035,205404241,1/2/2022,Voice,Loan & Credit Problems,pending,2
INT0009036,205402634,7/23/2022,Digital,Loan & Credit Problems,resolved,5
INT0009037,205402178,6/27/2023,Voice,Others,resolved,5
INT0009038,205402500,12/8/2024,Self Service,Transaction Failures,pending,2
INT0009039,205404645,6/21/2024,Digital,Others,resolved,4
INT0009040,205404041,5/24/2023,Physical,Digital Banking Errors,resolved,5
INT0009041,205400827,9/30/2022,Self Service,Digital Banking Errors,resolved,5
INT0009042,205400397,2/23/2022,Digital,Customer Service,pending,1
INT0009043,205404836,12/17/2024,Digital,Customer Service,pending,2
INT0009044,205401064,3/17/2022,Digital,Card Issues,resolved,4
INT0009045,205403235,7/6/2022,Voice,Others,resolved,4
INT0009046,205402176,2/14/2024,Self Service,Digital Banking Errors,resolved,5
INT0009047,205400857,6/9/2024,Self Service,Customer Service,resolved,4
INT0009048,205400672,2/17/2024,Self Service,Transaction Failures,resolved,4
INT0009049,205400032,11/23/2022,Voice,Transaction Failures,pending,3
INT0009050,205403583,9/20/2022,Physical,Loan & Credit Problems,resolved,5
INT0009051,205403550,6/3/2024,Physical,Loan & Credit Problems,pending,3
INT0009052,205400043,12/28/2022,Voice,Customer Service,resolved,5
INT0009053,205400268,7/22/2024,Voice,Others,resolved,5
INT0009054,205404592,8/11/2024,Self Service,Others,resolved,3
INT0009055,205404639,2/3/2024,Digital,Digital Banking Errors,resolved,4
INT0009056,205400154,5/13/2022,Physical,Loan & Credit Problems,resolved,5
INT0009057,205401239,10/6/2022,Digital,Customer Service,resolved,4
INT0009058,205402332,9/16/2022,Physical,Customer Service,resolved,5
INT0009059,205402267,12/13/2024,Voice,Loan & Credit Problems,resolved,3
INT0009060,205403594,8/21/2024,Digital,Card Issues,resolved,5
INT0009061,205400373,9/1/2022,Digital,Others,escalated,1
INT0009062,205403855,11/2/2022,Digital,Card Issues,resolved,5
INT0009063,205401853,12/31/2024,Self Service,Card Issues,resolved,3
INT0009064,205403316,6/16/2022,Voice,Transaction Failures,resolved,4
INT0009065,205403766,2/12/2024,Voice,Loan & Credit Problems,pending,2
INT0009066,205402199,6/12/2022,Self Service,Card Issues,escalated,1
INT0009067,205402166,11/10/2024,Voice,Customer Service,resolved,4
INT0009068,205401664,12/31/2023,Voice,Loan & Credit Problems,pending,2
INT0009069,205401993,10/1/2024,Digital,Transaction Failures,resolved,5
INT0009070,205401297,2/4/2023,Digital,Others,escalated,1
INT0009071,205401534,5/21/2024,Self Service,Others,resolved,5
INT0009072,205401744,12/1/2024,Physical,Digital Banking Errors,resolved,5
INT0009073,205403154,11/28/2022,Self Service,Card Issues,resolved,5
INT0009074,205401227,5/26/2024,Voice,Others,resolved,5
INT0009075,205402768,3/24/2023,Self Service,Card Issues,resolved,4
INT0009076,205403773,2/24/2023,Self Service,Card Issues,resolved,5
INT0009077,205401569,2/10/2024,Physical,Loan & Credit Problems,pending,1
INT0009078,205404150,10/31/2024,Physical,Others,resolved,3
INT0009079,205404782,11/28/2022,Digital,Digital Banking Errors,pending,3
INT0009080,205403991,5/4/2022,Voice,Others,escalated,1
INT0009081,205400948,3/1/2022,Physical,Loan & Credit Problems,resolved,5
INT0009082,205402579,9/22/2024,Voice,Loan & Credit Problems,pending,3
INT0009083,205400982,4/1/2024,Self Service,Customer Service,resolved,5
INT0009084,205404385,12/27/2024,Digital,Others,pending,3
INT0009085,205404543,7/4/2024,Digital,Card Issues,pending,3
INT0009086,205401377,4/22/2023,Voice,Card Issues,resolved,5
INT0009087,205402320,1/25/2024,Physical,Card Issues,resolved,5
INT0009088,205402197,4/8/2023,Physical,Digital Banking Errors,pending,2
INT0009089,205404323,6/22/2023,Voice,Others,resolved,4
INT0009090,205402281,8/17/2022,Physical,Customer Service,resolved,4
INT0009091,205402095,6/24/2022,Self Service,Card Issues,resolved,5
INT0009092,205402928,4/12/2023,Self Service,Others,escalated,1
INT0009093,205403572,5/11/2024,Physical,Digital Banking Errors,pending,3
INT0009094,205401527,12/27/2023,Voice,Loan & Credit Problems,resolved,5
INT0009095,205402726,3/6/2024,Self Service,Others,pending,3
INT0009096,205400366,11/8/2024,Digital,Transaction Failures,resolved,5
INT0009097,205404539,10/28/2024,Digital,Transaction Failures,resolved,3
INT0009098,205404114,11/13/2024,Self Service,Card Issues,resolved,4
INT0009099,205400524,7/4/2024,Voice,Card Issues,escalated,1
INT0009100,205404963,1/12/2022,Voice,Digital Banking Errors,resolved,5
INT0009101,205402345,12/25/2024,Voice,Digital Banking Errors,pending,3
INT0009102,205404602,11/30/2023,Physical,Others,resolved,5
INT0009103,205403803,11/17/2024,Digital,Card Issues,resolved,5
INT0009104,205402185,8/27/2023,Physical,Customer Service,resolved,5
INT0009105,205402829,9/7/2022,Digital,Digital Banking Errors,resolved,5
INT0009106,205401867,7/30/2023,Self Service,Loan & Credit Problems,escalated,1
INT0009107,205400850,12/25/2022,Digital,Transaction Failures,resolved,5
INT0009108,205404692,5/30/2022,Digital,Customer Service,escalated,2
INT0009109,205404190,10/4/2022,Physical,Transaction Failures,resolved,5
INT0009110,205403062,1/14/2023,Self Service,Card Issues,resolved,5
INT0009111,205402992,12/20/2022,Self Service,Transaction Failures,resolved,3
INT0009112,205400056,12/8/2023,Digital,Loan & Credit Problems,resolved,5
INT0009113,205404016,1/12/2023,Physical,Others,resolved,3
INT0009114,205403253,11/15/2022,Self Service,Loan & Credit Problems,resolved,4
INT0009115,205400946,11/17/2023,Self Service,Card Issues,resolved,5
INT0009116,205401541,2/15/2023,Physical,Customer Service,resolved,5
INT0009117,205401773,1/10/2024,Voice,Customer Service,resolved,4
INT0009118,205400665,9/19/2023,Digital,Others,escalated,1
INT0009119,205403886,1/4/2024,Voice,Others,resolved,4
INT0009120,205403179,1/8/2022,Self Service,Card Issues,resolved,5
INT0009121,205404857,6/15/2024,Digital,Loan & Credit Problems,resolved,4
INT0009122,205401165,3/22/2023,Voice,Card Issues,resolved,4
INT0009123,205401696,11/17/2024,Voice,Loan & Credit Problems,resolved,3
INT0009124,205403954,9/5/2023,Voice,Transaction Failures,pending,2
INT0009125,205403875,4/13/2022,Self Service,Transaction Failures,resolved,4
INT0009126,205400978,8/19/2022,Digital,Others,resolved,4
INT0009127,205403568,8/7/2022,Self Service,Customer Service,resolved,5
INT0009128,205404769,4/3/2023,Self Service,Others,escalated,1
INT0009129,205403523,12/3/2023,Physical,Customer Service,pending,1
INT0009130,205401072,11/5/2024,Physical,Customer Service,escalated,1
INT0009131,205402751,3/9/2022,Physical,Digital Banking Errors,resolved,3
INT0009132,205401841,1/10/2022,Voice,Digital Banking Errors,resolved,5
INT0009133,205402410,5/30/2022,Digital,Transaction Failures,pending,2
INT0009134,205402508,10/28/2022,Physical,Digital Banking Errors,pending,1
INT0009135,205400763,9/28/2024,Digital,Loan & Credit Problems,resolved,4
INT0009136,205401762,4/25/2022,Physical,Customer Service,resolved,4
INT0009137,205404732,10/22/2022,Self Service,Customer Service,resolved,5
INT0009138,205400529,5/29/2024,Digital,Others,resolved,3
INT0009139,205401740,2/25/2023,Self Service,Customer Service,resolved,5
INT0009140,205402277,2/29/2024,Digital,Others,resolved,5
INT0009141,205402711,8/11/2022,Digital,Card Issues,pending,1
INT0009142,205402959,3/12/2022,Physical,Transaction Failures,resolved,5
INT0009143,205400055,10/15/2024,Self Service,Transaction Failures,resolved,4
INT0009144,205401121,2/10/2023,Voice,Digital Banking Errors,resolved,5
INT0009145,205401069,3/6/2023,Voice,Loan & Credit Problems,pending,1
INT0009146,205403933,11/16/2024,Voice,Customer Service,resolved,4
INT0009147,205404288,9/19/2022,Self Service,Customer Service,pending,1
INT0009148,205402897,10/26/2022,Self Service,Loan & Credit Problems,resolved,5
INT0009149,205402411,5/30/2022,Self Service,Others,resolved,4
INT0009150,205401596,7/30/2024,Physical,Digital Banking Errors,escalated,2
INT0009151,205403549,5/6/2024,Digital,Customer Service,resolved,5
INT0009152,205404085,4/8/2022,Voice,Others,escalated,1
INT0009153,205400790,2/22/2024,Digital,Digital Banking Errors,resolved,5
INT0009154,205401270,7/5/2024,Digital,Transaction Failures,escalated,2
INT0009155,205403897,11/7/2024,Digital,Loan & Credit Problems,resolved,5
INT0009156,205404767,9/17/2024,Digital,Digital Banking Errors,resolved,5
INT0009157,205404061,11/24/2023,Physical,Customer Service,resolved,4
INT0009158,205401213,7/8/2022,Physical,Digital Banking Errors,pending,3
INT0009159,205400124,5/12/2024,Digital,Transaction Failures,pending,3
INT0009160,205401095,1/5/2023,Self Service,Customer Service,pending,1
INT0009161,205403657,3/17/2022,Physical,Loan & Credit Problems,pending,3
INT0009162,205404999,11/14/2024,Digital,Others,resolved,4
INT0009163,205402525,4/14/2022,Digital,Transaction Failures,pending,1
INT0009164,205403679,7/1/2022,Digital,Customer Service,resolved,4
INT0009165,205403596,3/26/2024,Digital,Customer Service,resolved,3
INT0009166,205404289,1/27/2023,Digital,Transaction Failures,resolved,5
INT0009167,205401686,6/1/2022,Digital,Others,escalated,1
INT0009168,205403951,10/1/2023,Digital,Loan & Credit Problems,resolved,5
INT0009169,205404071,7/3/2024,Digital,Digital Banking Errors,resolved,3
INT0009170,205400616,1/10/2023,Voice,Others,resolved,4
INT0009171,205402028,8/14/2022,Digital,Loan & Credit Problems,pending,3
INT0009172,205400193,8/4/2023,Digital,Customer Service,resolved,5
INT0009173,205404879,5/18/2023,Voice,Card Issues,resolved,4
INT0009174,205404523,11/29/2023,Voice,Customer Service,resolved,5
INT0009175,205400306,6/17/2024,Physical,Customer Service,resolved,5
INT0009176,205404373,5/27/2023,Digital,Customer Service,resolved,5
INT0009177,205404752,11/8/2024,Self Service,Digital Banking Errors,resolved,5
INT0009178,205402777,6/16/2023,Digital,Others,resolved,5
INT0009179,205400798,5/18/2024,Voice,Transaction Failures,resolved,5
INT0009180,205404627,7/12/2024,Digital,Others,escalated,2
INT0009181,205404104,4/16/2024,Digital,Card Issues,resolved,4
INT0009182,205402721,2/13/2023,Digital,Loan & Credit Problems,resolved,5
INT0009183,205403982,9/4/2024,Physical,Others,pending,1
INT0009184,205402100,7/4/2023,Digital,Digital Banking Errors,resolved,4
INT0009185,205401812,3/21/2022,Voice,Digital Banking Errors,resolved,5
INT0009186,205401418,8/30/2022,Self Service,Digital Banking Errors,resolved,4
INT0009187,205404704,10/13/2022,Physical,Card Issues,resolved,4
INT0009188,205401673,9/17/2024,Self Service,Loan & Credit Problems,resolved,4
INT0009189,205400753,10/28/2023,Physical,Customer Service,resolved,5
INT0009190,205402640,2/13/2023,Voice,Digital Banking Errors,resolved,5
INT0009191,205404567,8/1/2022,Voice,Digital Banking Errors,resolved,4
INT0009192,205401046,2/20/2022,Digital,Customer Service,resolved,4
INT0009193,205403949,7/19/2022,Voice,Digital Banking Errors,resolved,4
INT0009194,205404705,9/3/2022,Self Service,Digital Banking Errors,resolved,5
INT0009195,205401714,3/5/2023,Physical,Customer Service,resolved,5
INT0009196,205403231,8/25/2024,Physical,Digital Banking Errors,escalated,1
INT0009197,205400527,3/10/2024,Voice,Transaction Failures,resolved,3
INT0009198,205404409,9/20/2023,Voice,Digital Banking Errors,resolved,3
INT0009199,205401979,10/4/2022,Voice,Loan & Credit Problems,resolved,5
INT0009200,205404252,2/6/2023,Voice,Customer Service,pending,1
INT0009201,205401535,2/18/2024,Physical,Customer Service,resolved,4
INT0009202,205403012,6/1/2023,Physical,Others,resolved,5
INT0009203,205402082,5/30/2022,Voice,Transaction Failures,resolved,4
INT0009204,205403169,5/13/2023,Voice,Loan & Credit Problems,pending,2
INT0009205,205400702,9/17/2024,Physical,Card Issues,resolved,4
INT0009206,205402178,12/19/2024,Digital,Loan & Credit Problems,resolved,4
INT0009207,205403546,8/6/2024,Self Service,Loan & Credit Problems,resolved,3
INT0009208,205403447,3/2/2023,Voice,Customer Service,pending,2
INT0009209,205401190,3/19/2024,Physical,Card Issues,pending,3
INT0009210,205401301,10/2/2024,Voice,Transaction Failures,resolved,4
INT0009211,205401658,12/22/2022,Digital,Others,resolved,5
INT0009212,205401909,8/17/2022,Digital,Loan & Credit Problems,resolved,5
INT0009213,205401903,2/27/2024,Digital,Customer Service,resolved,5
INT0009214,205402533,4/22/2023,Digital,Digital Banking Errors,escalated,3
INT0009215,205400960,9/9/2024,Self Service,Loan & Credit Problems,resolved,4
INT0009216,205401952,12/7/2022,Physical,Card Issues,resolved,5
INT0009217,205403024,11/12/2022,Voice,Digital Banking Errors,escalated,2
INT0009218,205404107,10/7/2022,Physical,Loan & Credit Problems,pending,1
INT0009219,205403851,8/13/2024,Voice,Transaction Failures,resolved,5
INT0009220,205403406,7/12/2023,Self Service,Transaction Failures,resolved,4
INT0009221,205404875,1/29/2022,Voice,Transaction Failures,resolved,5
INT0009222,205402010,12/24/2022,Self Service,Digital Banking Errors,resolved,5
INT0009223,205402032,5/3/2024,Digital,Others,resolved,5
INT0009224,205403015,7/10/2022,Self Service,Card Issues,resolved,5
INT0009225,205403756,10/24/2022,Self Service,Card Issues,resolved,5
INT0009226,205403168,4/2/2022,Voice,Transaction Failures,escalated,2
INT0009227,205401952,1/31/2023,Voice,Transaction Failures,resolved,5
INT0009228,205401476,11/13/2023,Self Service,Loan & Credit Problems,resolved,4
INT0009229,205404609,5/8/2022,Self Service,Others,pending,1
INT0009230,205401770,2/17/2023,Self Service,Card Issues,resolved,4
INT0009231,205400156,5/7/2022,Voice,Transaction Failures,pending,3
INT0009232,205400079,12/31/2024,Voice,Loan & Credit Problems,resolved,5
INT0009233,205404737,12/13/2022,Voice,Customer Service,resolved,5
INT0009234,205404308,7/29/2022,Physical,Others,resolved,5
INT0009235,205400862,7/3/2023,Physical,Loan & Credit Problems,resolved,4
INT0009236,205402964,2/26/2024,Physical,Loan & Credit Problems,resolved,4
INT0009237,205400005,2/1/2024,Voice,Digital Banking Errors,resolved,5
INT0009238,205403756,12/28/2022,Voice,Others,resolved,4
INT0009239,205400458,7/23/2023,Physical,Loan & Credit Problems,resolved,5
INT0009240,205403591,3/25/2024,Physical,Customer Service,pending,2
INT0009241,205400180,2/1/2023,Self Service,Transaction Failures,resolved,5
INT0009242,205404230,3/28/2022,Self Service,Others,resolved,3
INT0009243,205400865,5/29/2024,Physical,Card Issues,resolved,3
INT0009244,205401796,4/7/2023,Digital,Digital Banking Errors,resolved,4
INT0009245,205401689,8/12/2022,Digital,Loan & Credit Problems,escalated,2
INT0009246,205400695,7/5/2024,Self Service,Card Issues,resolved,5
INT0009247,205403912,6/16/2022,Self Service,Card Issues,pending,1
INT0009248,205400261,11/20/2024,Physical,Card Issues,escalated,1
INT0009249,205402963,1/26/2022,Physical,Transaction Failures,resolved,5
INT0009250,205404032,2/7/2024,Physical,Loan & Credit Problems,resolved,5
INT0009251,205400103,10/31/2024,Self Service,Digital Banking Errors,resolved,5
INT0009252,205404724,2/9/2022,Digital,Customer Service,resolved,5
INT0009253,205400452,5/4/2023,Self Service,Customer Service,resolved,5
INT0009254,205401634,1/10/2023,Voice,Customer Service,resolved,5
INT0009255,205401899,12/9/2022,Self Service,Card Issues,resolved,5
INT0009256,205400372,9/1/2023,Digital,Transaction Failures,resolved,3
INT0009257,205400927,8/15/2023,Physical,Customer Service,escalated,1
INT0009258,205401658,2/19/2022,Voice,Transaction Failures,resolved,3
INT0009259,205401230,7/1/2024,Voice,Loan & Credit Problems,resolved,5
INT0009260,205401493,6/5/2022,Physical,Transaction Failures,resolved,5
INT0009261,205401374,10/17/2022,Physical,Others,resolved,5
INT0009262,205401102,2/11/2024,Physical,Card Issues,resolved,5
INT0009263,205403698,3/24/2024,Voice,Transaction Failures,pending,1
INT0009264,205403348,11/1/2024,Physical,Customer Service,resolved,5
INT0009265,205404277,8/14/2022,Voice,Loan & Credit Problems,pending,3
INT0009266,205402186,1/24/2024,Physical,Transaction Failures,resolved,3
INT0009267,205402334,2/25/2023,Digital,Loan & Credit Problems,resolved,4
INT0009268,205401277,6/29/2022,Digital,Others,resolved,5
INT0009269,205401587,4/26/2022,Physical,Card Issues,resolved,5
INT0009270,205400885,5/19/2023,Digital,Digital Banking Errors,resolved,4
INT0009271,205402212,12/9/2022,Digital,Others,resolved,5
INT0009272,205402476,10/14/2022,Physical,Card Issues,resolved,4
INT0009273,205404280,10/22/2022,Self Service,Digital Banking Errors,escalated,2
INT0009274,205404034,3/26/2023,Physical,Loan & Credit Problems,escalated,1
INT0009275,205404020,11/16/2022,Self Service,Loan & Credit Problems,resolved,5
INT0009276,205400417,12/22/2024,Voice,Digital Banking Errors,resolved,5
INT0009277,205402681,8/2/2023,Physical,Customer Service,resolved,5
INT0009278,205404850,12/5/2022,Self Service,Customer Service,resolved,5
INT0009279,205400876,7/28/2023,Physical,Customer Service,resolved,5
INT0009280,205402661,7/30/2024,Physical,Transaction Failures,resolved,5
INT0009281,205400922,5/4/2024,Voice,Loan & Credit Problems,pending,2
INT0009282,205403054,5/21/2024,Physical,Loan & Credit Problems,resolved,4
INT0009283,205400252,6/23/2024,Self Service,Card Issues,resolved,5
INT0009284,205402060,5/30/2024,Physical,Card Issues,resolved,4
INT0009285,205404561,3/21/2024,Digital,Others,resolved,4
INT0009286,205401105,7/16/2024,Physical,Customer Service,resolved,5
INT0009287,205401967,4/6/2023,Voice,Transaction Failures,resolved,4
INT0009288,205400254,6/18/2023,Digital,Card Issues,pending,3
INT0009289,205400388,4/10/2024,Voice,Loan & Credit Problems,escalated,1
INT0009290,205402508,1/13/2023,Digital,Loan & Credit Problems,resolved,5
INT0009291,205402163,11/30/2024,Self Service,Transaction Failures,resolved,3
INT0009292,205403501,11/7/2023,Voice,Digital Banking Errors,resolved,4
INT0009293,205402577,9/30/2024,Voice,Digital Banking Errors,pending,2
INT0009294,205400579,3/28/2023,Physical,Transaction Failures,resolved,5
INT0009295,205400997,4/19/2024,Physical,Others,resolved,5
INT0009296,205401593,11/28/2022,Physical,Card Issues,resolved,5
INT0009297,205404429,1/16/2024,Voice,Customer Service,resolved,3
INT0009298,205402265,11/25/2022,Voice,Digital Banking Errors,resolved,4
INT0009299,205400992,4/27/2022,Digital,Card Issues,resolved,4
INT0009300,205401079,1/11/2022,Self Service,Loan & Credit Problems,resolved,5
INT0009301,205404328,11/5/2023,Voice,Card Issues,resolved,4
INT0009302,205403050,6/8/2022,Voice,Digital Banking Errors,pending,3
INT0009303,205402069,11/11/2022,Physical,Card Issues,resolved,4
INT0009304,205402318,5/28/2022,Voice,Transaction Failures,pending,4
INT0009305,205401480,12/18/2024,Voice,Loan & Credit Problems,pending,3
INT0009306,205402212,2/26/2024,Self Service,Transaction Failures,resolved,4
INT0009307,205401686,11/2/2022,Digital,Customer Service,escalated,1
INT0009308,205403819,3/20/2023,Digital,Loan & Credit Problems,resolved,3
INT0009309,205404072,11/9/2024,Voice,Customer Service,resolved,4
INT0009310,205401858,3/16/2022,Digital,Loan & Credit Problems,escalated,2
INT0009311,205404988,6/16/2022,Digital,Loan & Credit Problems,resolved,4
INT0009312,205402988,8/6/2023,Self Service,Transaction Failures,resolved,5
INT0009313,205403510,8/1/2022,Voice,Others,resolved,5
INT0009314,205402783,5/22/2023,Self Service,Customer Service,resolved,3
INT0009315,205401420,2/9/2024,Physical,Transaction Failures,resolved,4
INT0009316,205403936,6/17/2022,Voice,Card Issues,resolved,5
INT0009317,205402993,1/3/2023,Physical,Digital Banking Errors,pending,3
INT0009318,205403235,2/12/2023,Digital,Loan & Credit Problems,escalated,1
INT0009319,205401536,7/6/2022,Self Service,Others,resolved,4
INT0009320,205404649,4/29/2024,Voice,Loan & Credit Problems,resolved,4
INT0009321,205403401,4/21/2023,Physical,Digital Banking Errors,pending,3
INT0009322,205401955,4/2/2024,Self Service,Card Issues,resolved,4
INT0009323,205403903,4/24/2024,Physical,Loan & Credit Problems,pending,3
INT0009324,205404877,2/11/2023,Digital,Others,resolved,3
INT0009325,205401061,9/13/2024,Physical,Others,resolved,4
INT0009326,205401883,11/27/2023,Voice,Loan & Credit Problems,resolved,4
INT0009327,205400388,2/6/2024,Digital,Customer Service,pending,4
INT0009328,205402128,4/7/2022,Voice,Customer Service,resolved,5
INT0009329,205400723,3/19/2022,Voice,Others,resolved,4
INT0009330,205402869,1/23/2024,Digital,Loan & Credit Problems,resolved,4
INT0009331,205403397,12/24/2023,Digital,Transaction Failures,resolved,4
INT0009332,205404964,11/14/2023,Self Service,Others,resolved,5
INT0009333,205400481,12/5/2023,Voice,Loan & Credit Problems,resolved,3
INT0009334,205401747,8/15/2023,Physical,Digital Banking Errors,resolved,3
INT0009335,205401766,9/11/2024,Self Service,Card Issues,resolved,4
INT0009336,205402631,10/21/2024,Digital,Others,escalated,1
INT0009337,205403563,1/24/2024,Digital,Digital Banking Errors,resolved,4
INT0009338,205402000,6/5/2023,Self Service,Customer Service,pending,4
INT0009339,205402298,12/12/2024,Self Service,Transaction Failures,resolved,5
INT0009340,205402737,8/10/2023,Physical,Others,pending,1
INT0009341,205400599,3/22/2023,Voice,Card Issues,escalated,3
INT0009342,205400493,9/17/2022,Self Service,Customer Service,resolved,4
INT0009343,205400316,11/16/2024,Physical,Loan & Credit Problems,pending,2
INT0009344,205401438,7/7/2022,Self Service,Loan & Credit Problems,resolved,5
INT0009345,205400761,5/21/2022,Digital,Others,escalated,1
INT0009346,205401529,9/13/2024,Voice,Loan & Credit Problems,resolved,5
INT0009347,205403927,11/1/2024,Digital,Others,pending,3
INT0009348,205404310,3/28/2024,Physical,Customer Service,resolved,3
INT0009349,205403970,11/23/2022,Voice,Others,resolved,4
INT0009350,205400809,3/8/2023,Physical,Customer Service,resolved,3
INT0009351,205404637,11/29/2022,Self Service,Transaction Failures,pending,2
INT0009352,205404134,8/13/2023,Voice,Digital Banking Errors,pending,2
INT0009353,205403113,7/28/2022,Voice,Others,resolved,3
INT0009354,205401772,12/11/2022,Voice,Loan & Credit Problems,resolved,3
INT0009355,205403862,8/23/2024,Physical,Transaction Failures,resolved,4
INT0009356,205403597,4/16/2023,Digital,Others,pending,2
INT0009357,205404050,1/16/2022,Voice,Digital Banking Errors,resolved,5
INT0009358,205404691,3/16/2022,Physical,Others,resolved,4
INT0009359,205403007,10/1/2022,Digital,Transaction Failures,resolved,4
INT0009360,205402266,2/25/2023,Physical,Card Issues,resolved,5
INT0009361,205400719,10/16/2024,Physical,Customer Service,resolved,5
INT0009362,205400174,3/2/2024,Digital,Digital Banking Errors,pending,1
INT0009363,205400465,8/17/2023,Physical,Digital Banking Errors,resolved,5
INT0009364,205402011,12/12/2023,Voice,Loan & Credit Problems,resolved,4
INT0009365,205404376,8/31/2023,Voice,Others,resolved,5
INT0009366,205402932,3/18/2022,Self Service,Others,resolved,5
INT0009367,205404439,5/6/2023,Physical,Loan & Credit Problems,pending,3
INT0009368,205401670,1/14/2024,Self Service,Loan & Credit Problems,resolved,4
INT0009369,205402802,3/13/2023,Digital,Digital Banking Errors,escalated,3
INT0009370,205400265,1/9/2022,Digital,Others,resolved,4
INT0009371,205401839,9/11/2023,Voice,Customer Service,resolved,5
